"group","SID","item","article_cond","article_number","trial","topic","sharing_type_key","sharing_type","msg_share","msg_rel_self","msg_rel_social","n_words"
"timed","s362","1","self",2,1,"health","msg_share_broad",0,9,53,64,NA
"untimed","s363","1","control",6,1,"climate","msg_share_broad",0,78,81,82,NA
"comment","s364","1","other",39,1,"health","msg_share_broad",0,0,0,0,13
"comment","s365","1","self",16,1,"health","msg_share_broad",0,95,95,95,22
"untimed","s366","1","control",45,1,"climate","msg_share_broad",0,5,62,21,NA
"comment","s367","1","self",93,1,"health","msg_share_broad",0,83,89,52,14
"timed","s368","1","other",84,1,"health","msg_share_broad",0,1,29,1,NA
"timed","s369","1","control",61,1,"climate","msg_share_broad",0,0,62,65,NA
"comment","s370","1","other",62,1,"health","msg_share_broad",0,0,18,31,11
"timed","s371","1","control",74,1,"health","msg_share_broad",0,9,88,77,NA
"timed","s372","1","self",16,1,"health","msg_share_broad",0,2,81,78,NA
"timed","s373","1","other",27,1,"climate","msg_share_broad",0,0,0,69,NA
"untimed","s374","1","other",23,1,"health","msg_share_broad",0,3,71,71,NA
"timed","s375","1","self",7,1,"health","msg_share_broad",0,0,0,0,NA
"untimed","s376","1","self",69,1,"health","msg_share_broad",0,81,81,88,NA
"untimed","s377","1","self",25,1,"climate","msg_share_broad",0,75,75,32,NA
"comment","s378","1","self",64,1,"health","msg_share_broad",0,34,100,80,15
"timed","s379","1","self",31,1,"climate","msg_share_broad",0,11,15,11,NA
"timed","s380","1","control",95,1,"climate","msg_share_broad",0,50,71,50,NA
"comment","s381","1","control",20,1,"health","msg_share_broad",0,1,77,77,14
"untimed","s382","1","other",11,1,"health","msg_share_broad",0,20,18,63,NA
"timed","s383","1","other",85,1,"climate","msg_share_broad",0,70,82,89,NA
"timed","s384","1","control",64,1,"health","msg_share_broad",0,27,93,74,NA
"untimed","s385","1","control",19,1,"climate","msg_share_broad",0,0,0,0,NA
"comment","s386","1","other",26,1,"climate","msg_share_broad",0,1,1,1,19
"untimed","s387","1","control",59,1,"climate","msg_share_broad",0,0,33,32,NA
"timed","s388","1","self",39,1,"health","msg_share_broad",0,80,78,80,NA
"comment","s389","1","control",62,1,"health","msg_share_broad",0,0,79,79,18
"timed","s390","1","self",67,1,"health","msg_share_broad",0,25,99,92,NA
"timed","s391","1","control",76,1,"climate","msg_share_broad",0,83,82,92,NA
"untimed","s392","1","self",3,1,"health","msg_share_broad",0,3,68,68,NA
"timed","s393","1","control",77,1,"climate","msg_share_broad",0,25,45,45,NA
"timed","s394","1","other",11,1,"health","msg_share_broad",0,14,13,28,NA
"timed","s395","1","self",60,1,"climate","msg_share_broad",0,95,90,93,NA
"comment","s396","1","self",56,1,"health","msg_share_broad",0,0,0,100,19
"untimed","s397","1","other",7,1,"health","msg_share_broad",0,49,5,10,NA
"untimed","s398","1","control",87,1,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s399","1","control",44,1,"health","msg_share_broad",0,85,85,100,NA
"untimed","s400","1","control",49,1,"health","msg_share_broad",0,12,3,13,NA
"timed","s401","1","other",32,1,"climate","msg_share_broad",0,92,100,100,NA
"comment","s402","1","self",21,1,"climate","msg_share_broad",0,0,51,16,9
"untimed","s403","1","control",46,1,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s404","1","self",31,1,"climate","msg_share_broad",0,4,3,3,NA
"comment","s405","1","control",44,1,"health","msg_share_broad",0,61,4,22,17
"timed","s406","1","control",12,1,"climate","msg_share_broad",0,0,82,83,NA
"untimed","s407","1","control",89,1,"climate","msg_share_broad",0,1,26,55,NA
"timed","s408","1","control",60,1,"climate","msg_share_broad",0,84,100,100,NA
"untimed","s409","1","control",79,1,"health","msg_share_broad",0,55,15,77,NA
"untimed","s410","1","self",43,1,"health","msg_share_broad",0,0,51,50,NA
"timed","s411","1","control",91,1,"health","msg_share_broad",0,62,88,95,NA
"untimed","s412","1","other",29,1,"health","msg_share_broad",0,33,64,80,NA
"untimed","s413","1","self",55,1,"climate","msg_share_broad",0,25,62,44,NA
"untimed","s414","1","control",10,1,"climate","msg_share_broad",0,76,95,78,NA
"comment","s415","1","other",8,1,"climate","msg_share_broad",0,11,54,56,13
"timed","s416","1","self",8,1,"climate","msg_share_broad",0,28,68,63,NA
"comment","s417","1","other",90,1,"climate","msg_share_broad",0,50,87,95,11
"timed","s418","1","control",10,1,"climate","msg_share_broad",0,48,45,43,NA
"untimed","s419","1","control",69,1,"health","msg_share_broad",0,0,0,33,NA
"untimed","s420","1","other",15,1,"health","msg_share_broad",0,12,13,13,NA
"comment","s421","1","control",71,1,"climate","msg_share_broad",0,53,67,66,13
"timed","s422","1","self",30,1,"climate","msg_share_broad",0,6,100,98,NA
"comment","s423","1","other",40,1,"climate","msg_share_broad",0,0,61,62,20
"untimed","s424","1","other",51,1,"health","msg_share_broad",0,2,5,69,NA
"timed","s425","1","self",16,1,"health","msg_share_broad",0,83,67,64,NA
"untimed","s426","1","other",92,1,"climate","msg_share_broad",0,100,100,100,NA
"comment","s427","1","other",43,1,"health","msg_share_broad",0,63,88,85,27
"comment","s428","1","other",82,1,"climate","msg_share_broad",0,7,49,32,17
"timed","s429","1","self",45,1,"climate","msg_share_broad",0,49,66,68,NA
"comment","s430","1","control",27,1,"climate","msg_share_broad",0,1,2,18,7
"comment","s431","1","other",59,1,"climate","msg_share_broad",0,0,100,100,22
"untimed","s432","1","self",12,1,"climate","msg_share_broad",0,0,6,7,NA
"comment","s433","1","other",73,1,"climate","msg_share_broad",0,0,59,59,14
"comment","s434","1","other",26,1,"climate","msg_share_broad",0,20,71,67,12
"timed","s435","1","self",39,1,"health","msg_share_broad",0,75,94,81,NA
"comment","s436","1","other",41,1,"health","msg_share_broad",0,22,46,63,23
"comment","s437","1","control",68,1,"health","msg_share_broad",0,0,0,0,25
"comment","s438","1","control",77,1,"climate","msg_share_broad",0,1,17,18,21
"untimed","s439","1","control",86,1,"health","msg_share_broad",0,8,3,5,NA
"comment","s440","1","other",83,1,"health","msg_share_broad",0,50,0,51,12
"comment","s441","1","self",3,1,"health","msg_share_broad",0,0,75,5,15
"untimed","s442","1","other",52,1,"climate","msg_share_broad",0,21,26,20,NA
"timed","s443","1","self",60,1,"climate","msg_share_broad",0,0,63,64,NA
"comment","s444","1","self",72,1,"climate","msg_share_broad",0,100,100,100,21
"comment","s445","1","self",88,1,"health","msg_share_broad",0,51,98,51,27
"untimed","s446","1","self",12,1,"climate","msg_share_broad",0,0,0,0,NA
"comment","s447","1","other",12,1,"climate","msg_share_broad",0,0,0,25,18
"comment","s448","1","other",57,1,"health","msg_share_broad",0,84,53,72,17
"timed","s001","2","control",53,2,"climate","msg_share_broad",0,0,76,73,NA
"comment","s002","2","other",60,2,"climate","msg_share_broad",0,61,62,63,45
"untimed","s003","2","self",47,2,"climate","msg_share_broad",0,26,70,72,NA
"timed","s004","2","control",5,2,"health","msg_share_broad",0,52,70,64,NA
"untimed","s005","2","control",91,2,"health","msg_share_broad",0,29,39,81,NA
"untimed","s006","2","self",25,2,"climate","msg_share_broad",0,49,37,71,NA
"timed","s007","2","self",75,2,"health","msg_share_broad",0,13,17,13,NA
"comment","s008","2","control",1,2,"climate","msg_share_broad",0,7,34,34,8
"comment","s009","2","self",38,2,"health","msg_share_broad",0,34,68,68,27
"untimed","s010","2","control",63,2,"climate","msg_share_broad",0,51,0,0,NA
"comment","s011","2","self",74,2,"health","msg_share_broad",0,3,84,66,13
"untimed","s012","2","control",26,2,"climate","msg_share_broad",0,1,1,1,NA
"untimed","s013","2","self",50,2,"climate","msg_share_broad",0,18,48,9,NA
"untimed","s014","2","control",73,2,"climate","msg_share_broad",0,0,81,82,NA
"comment","s015","2","control",0,2,"health","msg_share_broad",0,0,4,6,15
"timed","s016","2","control",71,2,"climate","msg_share_broad",0,8,9,7,NA
"timed","s017","2","self",15,2,"health","msg_share_broad",0,36,4,6,NA
"timed","s018","2","other",87,2,"climate","msg_share_broad",0,41,42,40,NA
"untimed","s019","2","other",81,2,"climate","msg_share_broad",0,67,62,64,NA
"comment","s020","2","control",92,2,"climate","msg_share_broad",0,0,6,6,23
"timed","s021","2","other",54,2,"health","msg_share_broad",0,60,78,100,NA
"untimed","s022","2","control",36,2,"health","msg_share_broad",0,0,0,0,NA
"untimed","s023","2","other",50,2,"climate","msg_share_broad",0,8,72,72,NA
"comment","s024","2","other",2,2,"health","msg_share_broad",0,17,16,15,22
"untimed","s025","2","control",70,2,"health","msg_share_broad",0,77,79,51,NA
"untimed","s026","2","self",41,2,"health","msg_share_broad",0,67,77,97,NA
"comment","s027","2","control",9,2,"climate","msg_share_broad",0,59,26,25,17
"untimed","s028","2","self",71,2,"climate","msg_share_broad",0,78,65,72,NA
"untimed","s029","2","other",28,2,"health","msg_share_broad",0,29,64,72,NA
"timed","s030","2","control",93,2,"health","msg_share_broad",0,9,11,8,NA
"timed","s031","2","control",75,2,"health","msg_share_broad",0,23,6,49,NA
"comment","s032","2","other",94,2,"health","msg_share_broad",0,0,28,27,10
"untimed","s033","2","other",57,2,"health","msg_share_broad",0,100,100,100,NA
"timed","s034","2","other",92,2,"climate","msg_share_broad",0,8,23,23,NA
"timed","s035","2","self",81,2,"climate","msg_share_broad",0,8,38,38,NA
"untimed","s036","2","other",40,2,"climate","msg_share_broad",0,78,80,81,NA
"comment","s037","2","self",12,2,"climate","msg_share_broad",0,91,96,96,12
"timed","s038","2","self",80,2,"health","msg_share_broad",0,8,12,32,NA
"untimed","s039","2","self",13,2,"climate","msg_share_broad",0,5,89,88,NA
"timed","s040","2","control",25,2,"climate","msg_share_broad",0,58,14,18,NA
"comment","s041","2","control",25,2,"climate","msg_share_broad",0,4,34,63,10
"comment","s042","2","self",59,2,"climate","msg_share_broad",0,4,11,48,13
"comment","s043","2","other",18,2,"health","msg_share_broad",0,48,51,39,10
"timed","s044","2","other",40,2,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s045","2","self",7,2,"health","msg_share_broad",0,18,4,28,NA
"timed","s046","2","other",42,2,"climate","msg_share_broad",0,69,97,82,NA
"untimed","s047","2","control",69,2,"health","msg_share_broad",0,23,4,4,NA
"untimed","s048","2","self",49,2,"health","msg_share_broad",0,11,98,99,NA
"timed","s049","2","self",90,2,"climate","msg_share_broad",0,4,4,5,NA
"untimed","s050","2","control",83,2,"health","msg_share_broad",0,0,69,100,NA
"untimed","s051","2","other",95,2,"climate","msg_share_broad",0,25,44,44,NA
"timed","s052","2","control",29,2,"health","msg_share_broad",0,0,2,3,NA
"comment","s053","2","control",55,2,"climate","msg_share_broad",0,22,37,39,12
"untimed","s054","2","other",8,2,"climate","msg_share_broad",0,97,93,95,NA
"timed","s055","2","self",73,2,"climate","msg_share_broad",0,57,66,66,NA
"untimed","s056","2","control",62,2,"health","msg_share_broad",0,0,0,0,NA
"comment","s057","2","other",4,2,"climate","msg_share_broad",0,49,72,72,20
"timed","s058","2","other",51,2,"health","msg_share_broad",0,2,24,48,NA
"timed","s059","2","self",95,2,"climate","msg_share_broad",0,81,73,84,NA
"timed","s060","2","other",94,2,"health","msg_share_broad",0,19,90,65,NA
"untimed","s061","2","self",24,2,"health","msg_share_broad",0,66,66,64,NA
"untimed","s062","2","control",12,2,"climate","msg_share_broad",0,1,1,1,NA
"comment","s063","2","other",16,2,"health","msg_share_broad",0,73,73,95,22
"comment","s064","2","control",25,2,"climate","msg_share_broad",0,0,0,0,8
"timed","s065","2","other",63,2,"climate","msg_share_broad",0,0,0,0,NA
"comment","s067","2","other",35,2,"health","msg_share_broad",0,51,8,58,15
"untimed","s068","2","self",52,2,"climate","msg_share_broad",0,1,1,1,NA
"timed","s069","2","control",42,2,"climate","msg_share_broad",0,9,51,53,NA
"timed","s070","2","control",11,2,"health","msg_share_broad",0,35,55,44,NA
"untimed","s071","2","other",94,2,"health","msg_share_broad",0,1,65,81,NA
"comment","s072","2","control",73,2,"climate","msg_share_broad",0,21,27,30,10
"timed","s073","2","other",91,2,"health","msg_share_broad",0,79,100,100,NA
"untimed","s074","2","control",0,2,"health","msg_share_broad",0,33,30,59,NA
"untimed","s075","2","self",18,2,"health","msg_share_broad",0,18,98,98,NA
"comment","s076","2","other",42,2,"climate","msg_share_broad",0,1,100,100,20
"timed","s077","2","other",25,2,"climate","msg_share_broad",0,37,45,45,NA
"untimed","s078","2","other",65,2,"climate","msg_share_broad",0,90,91,91,NA
"untimed","s079","2","control",80,2,"health","msg_share_broad",0,66,88,68,NA
"untimed","s080","2","control",48,2,"climate","msg_share_broad",0,6,0,8,NA
"untimed","s081","2","control",56,2,"health","msg_share_broad",0,12,25,44,NA
"untimed","s082","2","other",37,2,"climate","msg_share_broad",0,0,80,80,NA
"timed","s083","2","self",38,2,"health","msg_share_broad",0,95,88,61,NA
"comment","s084","2","self",34,2,"health","msg_share_broad",0,53,97,83,17
"untimed","s085","2","self",59,2,"climate","msg_share_broad",0,22,11,10,NA
"untimed","s086","2","control",34,2,"health","msg_share_broad",0,6,7,10,NA
"timed","s087","2","other",2,2,"health","msg_share_broad",0,34,65,92,NA
"comment","s088","2","control",22,2,"climate","msg_share_broad",0,80,80,29,30
"timed","s089","2","control",75,2,"health","msg_share_broad",0,0,50,0,NA
"comment","s090","2","other",23,2,"health","msg_share_broad",0,0,25,27,11
"untimed","s091","2","control",79,2,"health","msg_share_broad",0,10,9,9,NA
"untimed","s092","2","control",79,2,"health","msg_share_broad",0,0,23,81,NA
"untimed","s093","2","self",17,2,"health","msg_share_broad",0,1,55,29,NA
"comment","s094","2","self",84,2,"health","msg_share_broad",0,0,35,35,13
"comment","s095","2","other",7,2,"health","msg_share_broad",0,49,22,68,8
"untimed","s096","2","other",32,2,"climate","msg_share_broad",0,34,58,60,NA
"comment","s097","2","control",78,2,"health","msg_share_broad",0,0,0,0,12
"untimed","s098","2","self",46,2,"climate","msg_share_broad",0,0,71,87,NA
"untimed","s099","2","self",41,2,"health","msg_share_broad",0,45,63,63,NA
"untimed","s100","2","self",19,2,"climate","msg_share_broad",0,23,28,34,NA
"comment","s101","2","self",23,2,"health","msg_share_broad",0,23,68,75,11
"timed","s102","2","control",76,2,"climate","msg_share_broad",0,1,1,1,NA
"comment","s103","2","self",88,2,"health","msg_share_broad",0,60,64,66,26
"untimed","s104","2","self",75,2,"health","msg_share_broad",0,1,82,84,NA
"untimed","s105","2","other",56,2,"health","msg_share_broad",0,0,0,0,NA
"untimed","s106","2","self",59,2,"climate","msg_share_broad",0,0,0,0,NA
"untimed","s107","2","self",7,2,"health","msg_share_broad",0,60,75,82,NA
"untimed","s108","2","other",42,2,"climate","msg_share_broad",0,9,81,81,NA
"timed","s109","2","self",85,2,"climate","msg_share_broad",0,79,53,53,NA
"untimed","s110","2","other",19,2,"climate","msg_share_broad",0,13,72,73,NA
"timed","s111","2","other",34,2,"health","msg_share_broad",0,65,60,76,NA
"untimed","s112","2","control",54,2,"health","msg_share_broad",0,52,0,55,NA
"comment","s114","2","other",60,2,"climate","msg_share_broad",0,0,50,0,31
"untimed","s115","2","other",9,2,"climate","msg_share_broad",0,22,52,53,NA
"untimed","s116","2","self",8,2,"climate","msg_share_broad",0,2,3,3,NA
"timed","s118","2","self",73,2,"climate","msg_share_broad",0,2,42,36,NA
"untimed","s119","2","control",59,2,"climate","msg_share_broad",0,9,10,11,NA
"comment","s120","2","self",15,2,"health","msg_share_broad",0,26,97,96,16
"comment","s121","2","control",52,2,"climate","msg_share_broad",0,49,32,15,17
"timed","s122","2","self",92,2,"climate","msg_share_broad",0,0,62,63,NA
"untimed","s123","2","control",21,2,"climate","msg_share_broad",0,7,25,16,NA
"comment","s124","2","other",34,2,"health","msg_share_broad",0,1,70,68,12
"untimed","s125","2","self",30,2,"climate","msg_share_broad",0,69,96,84,NA
"timed","s126","2","other",44,2,"health","msg_share_broad",0,34,65,82,NA
"timed","s127","2","self",70,2,"health","msg_share_broad",0,28,26,51,NA
"comment","s128","2","control",90,2,"climate","msg_share_broad",0,0,44,45,11
"untimed","s129","2","other",81,2,"climate","msg_share_broad",0,99,99,99,NA
"comment","s130","2","self",11,2,"health","msg_share_broad",0,66,74,67,24
"comment","s131","2","self",59,2,"climate","msg_share_broad",0,0,38,51,9
"timed","s132","2","other",91,2,"health","msg_share_broad",0,60,94,82,NA
"untimed","s133","2","control",42,2,"climate","msg_share_broad",0,36,15,40,NA
"comment","s134","2","self",46,2,"climate","msg_share_broad",0,0,0,0,36
"timed","s135","2","control",52,2,"climate","msg_share_broad",0,0,9,4,NA
"comment","s136","2","control",70,2,"health","msg_share_broad",0,0,0,0,18
"untimed","s137","2","self",36,2,"health","msg_share_broad",0,0,0,0,NA
"untimed","s138","2","self",71,2,"climate","msg_share_broad",0,1,2,2,NA
"timed","s139","2","self",67,2,"health","msg_share_broad",0,20,40,74,NA
"comment","s140","2","self",33,2,"health","msg_share_broad",0,1,70,70,36
"timed","s141","2","self",45,2,"climate","msg_share_broad",0,0,52,61,NA
"comment","s142","2","other",75,2,"health","msg_share_broad",0,0,52,75,11
"untimed","s144","2","self",79,2,"health","msg_share_broad",0,3,2,77,NA
"untimed","s145","2","control",16,2,"health","msg_share_broad",0,0,0,0,NA
"timed","s146","2","control",32,2,"climate","msg_share_broad",0,54,38,64,NA
"timed","s147","2","other",58,2,"health","msg_share_broad",0,3,65,64,NA
"untimed","s148","2","other",38,2,"health","msg_share_broad",0,40,8,27,NA
"timed","s149","2","control",17,2,"health","msg_share_broad",0,1,1,20,NA
"untimed","s150","2","control",10,2,"climate","msg_share_broad",0,49,49,71,NA
"timed","s151","2","other",58,2,"health","msg_share_broad",0,0,17,54,NA
"timed","s152","2","control",3,2,"health","msg_share_broad",0,20,36,37,NA
"untimed","s153","2","self",49,2,"health","msg_share_broad",0,0,0,50,NA
"untimed","s154","2","self",61,2,"climate","msg_share_broad",0,45,56,39,NA
"comment","s155","2","control",68,2,"health","msg_share_broad",0,18,0,71,18
"timed","s156","2","self",10,2,"climate","msg_share_broad",0,48,49,49,NA
"comment","s157","2","control",64,2,"health","msg_share_broad",0,41,100,100,15
"comment","s158","2","control",12,2,"climate","msg_share_broad",0,3,3,5,17
"comment","s159","2","self",8,2,"climate","msg_share_broad",0,6,50,86,17
"timed","s160","2","control",30,2,"climate","msg_share_broad",0,0,44,43,NA
"untimed","s161","2","self",15,2,"health","msg_share_broad",0,1,100,99,NA
